Crop,Temperature,Humidity,Rainfall,Soil_Moisture,Water_Required
Wheat,17.407012369849266,61.470683374215284,20.519841349483077,59.11893084543032,0.0
Rice,32.279952534169794,85.0437367851319,0.26500031988027084,58.753358147257124,0.0
Maize,39.625844194600575,73.10743625019322,26.751836602245525,33.8309742063206,0.0
Sugarcane,38.084787995758106,41.2226249134514,16.183961820212183,31.27182193082084,2.191909035087061
Wheat,37.08741551095464,61.790401390867004,35.36150478222223,48.38897507214194,0.0
Sugarcane,30.18311869078041,85.92086053541604,16.032109607975713,39.694154877894945,0.0
Rice,28.62803916657299,62.91618707628919,27.446098994448864,20.086523116511792,0.0
Rice,17.636043337279705,38.32948640652123,0.13554497071648353,15.834803207084066,7.236149573081308
Maize,25.46604799628986,85.77174865486955,41.530970389386454,58.251345533325626,0.0
Sugarcane,36.92602425610933,86.30042740926227,9.061653308283008,13.324813368338875,9.021762140938298
Cotton,40.25486330274816,38.38634259757737,39.76336559299451,20.081366002387227,0.0
Maize,19.92797393792979,78.87448321388293,33.25986103481001,36.153271238455964,0.0
Cotton,24.48589746889484,65.29840054770341,34.14910317085662,32.597430064951965,0.0
Maize,33.72304632545513,62.38686371487798,21.937233769416952,38.874313545306286,0.0
Wheat,41.987237198237054,53.033473282392684,27.17764305569943,55.32360554822735,0.0
Maize,31.285479318402267,55.891688588186554,16.640789295624213,46.52745684046507,0.0
Rice,19.17816217990162,77.64151135621776,31.003637796425675,36.67305459881608,0.0
Maize,38.65791633673592,39.100492783965066,15.586103389777412,22.424456990723286,0.0
Wheat,16.005973042073382,64.193381092279,38.122934287034525,53.838281838087475,0.0
Wheat,18.08748092232435,62.188881089075686,18.941078277845786,32.85001096408392,0.0
Cotton,26.918618716811018,77.83772194677321,7.4958713674386885,21.462569761632075,0.0
Cotton,38.15645941794735,30.73218433908267,29.92213506026135,38.27541736614869,0.0
Rice,22.553971767208584,50.741759610235164,9.079885840071283,55.422528066681416,0.0
Rice,43.41850018835446,39.20108418696481,29.31149160083986,35.2944339442233,0.0
Wheat,22.68046595560987,73.56573516374405,29.648145262941078,15.11063321125998,0.0
Cotton,38.7025391137226,31.38135628725825,32.568360549412304,48.5623334259869,0.0
Rice,17.067646181016563,34.639263929327235,5.212348302590475,52.021981599021146,0.0
Maize,28.525181142123962,36.79428275044532,49.242059948116726,51.94490432229671,0.0
Wheat,24.964392379648167,48.686655842738475,11.369781043855632,40.394719689712936,0.0
Wheat,37.32748955529867,42.334788502538245,39.38949443572462,40.18607658650695,0.0
Maize,26.9450608077283,62.24373617627537,45.992780820638025,27.317299718298063,0.0
Rice,29.425109342672208,85.10728349635806,29.353411206828362,11.642333512171918,0.16670092679926274
Maize,19.225710611393996,40.5832191903734,24.918388636973987,30.946272475227396,0.0
Wheat,25.871816973498994,64.8353010166826,31.61321439597652,10.654722829416682,0.0
Sugarcane,30.455210472204378,88.53247894096538,22.949449400850654,37.86526844450239,0.0
Cotton,31.052091568009757,41.06777228513137,14.979795588323853,25.496846313430545,0.0
Maize,21.297167792867572,83.88325736644282,10.256982024100358,19.534386033183328,0.0
Sugarcane,26.33177842320508,80.19388879753998,29.372680211703717,24.702233961048577,0.0
Maize,28.598665042440828,61.4634161596548,22.03813734691141,30.0381530437663,0.0
Maize,19.657207377921374,40.91568782971627,43.089281050675865,57.305773106681634,0.0
Rice,23.122340194306613,68.63997259434095,20.43670855490482,11.269317783017243,2.5537297294659345
Cotton,40.193665783697114,82.01962560069141,20.399224768242235,37.58612976296699,0.0
Maize,21.93224389764214,70.3135646159237,0.9855268877182077,15.205429099228692,1.4929408427253046
Sugarcane,20.35633986163001,69.16476647111247,11.909139052336325,14.972069637967259,5.051460077882578
Maize,43.879479556646245,86.6645835346364,7.054092438885679,30.3196154136761,0.0
Rice,15.39005770532208,35.13051185126808,10.394312757301366,11.326610193690986,5.672548043834207
Sugarcane,41.29332227625881,68.5755338168552,35.19730675692547,55.531200177015194,0.0
Sugarcane,25.254520550936277,45.56540600587755,18.984620408363345,39.514747125740385,0.0
Cotton,39.91963519695749,50.711528692876534,38.69172616006701,28.137894733297273,0.0
Sugarcane,23.83397278625753,86.9071984177294,38.18028970798804,17.005658788322627,0.0
Rice,31.973298598996813,89.12203873450409,23.55327263469072,19.10535694107916,0.0
Rice,15.674079249603523,46.12064156309677,27.081710733043344,41.673910991307366,0.0
Wheat,19.180682222184725,80.09581420795794,49.22010903517761,36.28450911513429,0.0
Sugarcane,35.736655728289634,70.99103138672888,41.129193795583696,36.483083932754056,0.0
Rice,32.29549426542761,46.44331324123236,27.708900125789672,42.57101941759321,0.0
Rice,36.606077448968875,36.39472380772046,7.00092693302245,23.184190131730823,6.127525166808688
Maize,32.92239306510925,66.0310116260192,33.25183372731277,18.76856393117248,0.0
Sugarcane,40.14320889534888,54.26289009294146,38.545568853213524,31.10180297753437,0.0
Rice,19.98850106268238,74.28201698558223,4.139933396256323,40.15760547331941,0.0
Rice,17.047491160622748,80.22473944218177,21.859669817862176,55.7756838645957,0.0
Maize,23.91365146869525,63.98427841781383,23.802520109954983,43.18355826813241,0.0
